gaTrackerData.jobId,icon,name,highlightPhrase
3467692821,health,Health Insurance,Absolutely awful insurance - extremely expensive and already a high deductible plan. 
3467692821,retirement,401K Plan,There’s no matching period 
3467692821,dental,Dental Insurance,"Good price, good coverage, so far, no complaints."
3467043479,health,Health Insurance,The cost is higher than competitors that I know of.
3467043479,vacation,Vacation & Paid Time Off,Excellent combined vacation and sick days allowing for a lot of vacation if you are not sick often.
3467043479,retirement,401K Plan,"Match is OK, but not great."
3399642243,health,Health Insurance,100% coverage for employee and family members
3408535375,health,Health Insurance,Health insurance is good and is pretty discounted. They offer Kaiser which is my favorite
3408535375,retirement,401K Plan,I wish the matching was a bit higher.
3408535375,vacation,Vacation & Paid Time Off,"20 days of paid vacation per year regardless of years worked. You can borrow a week or two from the next year as needed. Also got those 5 days of volunteering. Most importantly very flexible WFH,  most colleagues have no problem working from abroad (Asia or Europe) for 2+ weeks before their yearly vacations."
3436173316,health,Health Insurance,Top of class benefit package.
3437798108,discount,Employee Discount,Depends on the vehicle the longer is been in the front the more of a discount you get. You can also purchase wholesale cars for cheap
3437798108,retirement,401K Plan,The matching was okay and the plan performance was what you would expect. 
3437798108,health,Health Insurance,Really good as well it has a  very good app that you can even track steps for gift cards
3356841960,health,Health Insurance,"Great coverage of Health, Dental and Vision"
3356841960,retirement,401K Plan,401K Matching program is great
3356841960,vacation,Vacation & Paid Time Off,industry standard PTO plus holiday and Year-end closure
3467706073,health,Health Insurance,"only $5 a month for single employee, good coverage"
3467706073,retirement,401K Plan,"matching 6%, good 401k plan"
3467706073,food,Free Lunch or Snacks,Great culture. Company paid snacks and quarterly lunches
3358163885,vacation,Vacation & Paid Time Off,Not worth the time or money
3358163885,health,Health Insurance,The insurance packages were barely affordable and offered so little actual coverage it was like having no insurance at all. 
3358163885,retirement,401K Plan,they match you so much after a year of service
3442037383,health,Health Insurance,"Again, administrator changes from time to time, but overall great package"
3442037383,retirement,401K Plan,Plan administrator changes from time to time.
3442037383,vacation,Vacation & Paid Time Off,"great benefits, company is closed between Christmas and New year"
3261851970,retirement,401K Plan,401K Plan is good. Healthcare insurance is said to have the min copay
3261851970,health,Health Insurance,Esri pays 100% of the premium for employee and family.  We have minimal co-pays for Doctor and Medication. 
3261851970,vacation,Vacation & Paid Time Off,"Vacation time is tiered on how long you've been employed there.  Sick time is only 5 days a year, which is easy to burn through with one illness."
3436134961,health,Health Insurance,Covers everything and has a low deductible.
3436134961,vacation,Vacation & Paid Time Off,Very flexible as long as you let them know in advance.
3436134961,dental,Dental Insurance,Great dental insurance that takes care of the copay and has a low deductible.
3356466073,food,Free Lunch or Snacks,"lunches are good if you are a meat eater, fully stocked kitchen..."
3465040783,retirement,401K Plan,"good 401k match percentage, good retirement "
3465040783,health,Health Insurance,Good overall health benefits 
3465040783,vacation,Vacation & Paid Time Off,Paid vacations and paid Holidays 
3463355633,health,Health Insurance,Absolutely awful insurance - extremely expensive and already a high deductible plan. 
3463355633,retirement,401K Plan,There’s no matching period 
3463355633,dental,Dental Insurance,"Good price, good coverage, so far, no complaints."
3443565115,matPatLeave,Maternity & Paternity Leave,Just increased to 1 month prior and 12 weeks after. 
3443565115,retirement,401K Plan,"Health insurance, they even have pet insurance"
3443565115,health,Health Insurance,"Health insurance is average compared to industry peers, not great, not bad. "
3378034660,retirement,401K Plan,"Investment options are terrible, matching is good."
3378034660,vacation,Vacation & Paid Time Off,Sick and PTO are the same.
3378034660,health,Health Insurance,As good as most fortune 500 company
3328156944,health,Health Insurance,"Great health Insurance, affordable and quality care."
3328156944,retirement,401K Plan,"Benefits are average , nothing special "
3328156944,vacation,Vacation & Paid Time Off,"Get full PTO time at beginning of year, this is both vacation and sick time in one"
3364323380,retirement,401K Plan,Great for interns too as well. 
3364323380,health,Health Insurance,Package options were mediocre and expensive 
3364323380,vacation,Vacation & Paid Time Off,Everyone wants the same days off so submit requests in advance 
3328665353,health,Health Insurance,The benefits are pretty comparable with other companies.
3328665353,retirement,401K Plan,Was 4 to 1 when I started but still currently 2 to 1 which is great in the market! Unfortunately 4 to 1 was unheard of then and since!
3328665353,vacation,Vacation & Paid Time Off,Start with 4 weeks vacation and work to a max of 6 weeks! Top notch vacation! Hard to use the 6 weeks!
3363709978,health,Health Insurance,Several plans to choose from. The cost of the less comprehensive plans are covered completely by Guild. 
3363709978,retirement,401K Plan,401k plan but no employer match
3363709978,vacation,Vacation & Paid Time Off,"15 days for your first year. ""Unlimited time off"" after that. "
3255228121,retirement,401K Plan,Great for interns too as well. 
3255228121,health,Health Insurance,Package options were mediocre and expensive 
3255228121,vacation,Vacation & Paid Time Off,Everyone wants the same days off so submit requests in advance 
3356206302,retirement,401K Plan,Great for interns too as well. 
3356206302,health,Health Insurance,Package options were mediocre and expensive 
3356206302,vacation,Vacation & Paid Time Off,Everyone wants the same days off so submit requests in advance 
3049646048,retirement,401K Plan,It was an ok 401K plan. The company did do matches. I think the only downfall is sometimes the company can decide to not match at all.
3049646048,health,Health Insurance,HIGH ... even though management trues not to increase every year
3049646048,wfh,Work From Home,"I was able to work from home with little to no issues. As long as you have a quiet office space, working internet you are pretty much good-to-go."
3439813988,health,Health Insurance,Overall great benefits and partnership with other companies 
3439813988,retirement,401K Plan,They do company match up to 5% I think 
3439813988,vacation,Vacation & Paid Time Off,Good PTO the longer you work the more time you get
1447872584,health,Health Insurance,Great coverage and kicks in straight away.
1447872584,vacation,Vacation & Paid Time Off,"They offer unlimited vacation, which is approved between you and your manager."
1447872584,matPatLeave,Maternity & Paternity Leave,"5 months paid leave if you've worked with the business for a certain period of time, otherwise you still can get 3 months."
3371007449,health,Health Insurance,Provides for cost effective insurance options including High Deductible Plans
3371007449,retirement,401K Plan,"Solid history of paying match, though match is at discretion of company and decision is made each Spring as to whether it will be paid.  "
3371007449,wfh,Work From Home,"Company provided technology to make it feasible to work from home, during severe inclement weather events sometimes VPN is challenging to get on when most all staff are working from home."
3091754040,pension,Pension Plan,The company offers a defined contribution pension plan and not a defined benefit pension plan anymore which is nowhere near as good. Most people do not know the difference but you should look it up to help yourself decide what the value of benefits being offered is. 
3091754040,retirement,401K Plan,great company match ! !
3413297210,health,Health Insurance,"Nothing special with the package. There are a couple discounts with local vendors; ymca, la fitness, etc"
3413297210,vacation,Vacation & Paid Time Off,1 week after a year
3450645756,retirement,401K Plan,Profit sharing up to 4% of annual salary each year.
3450645756,health,Health Insurance,Be prepared for high deductibles.
3450645756,vacation,Vacation & Paid Time Off,No designated vacation or sick time. PTO that accrues very slowly
3319824092,retirement,401K Plan,Average match consistent with industry standards
3319824092,health,Health Insurance,Flexible plan with constant improvements 
3319824092,wfh,Work From Home,Work From Home as needed
3465906004,health,Health Insurance,"HIGH deductibles no copay, you must meet deductible in order for the insurance to cover you, so cheaper to pay cash for doctor visits.
and a lot cheaper to use a coupon such as good rx for medicine instead of your insurance"
3465906004,retirement,401K Plan,is decent i mean it matches up to 3% a bit lower than other banks.
3465906004,vacation,Vacation & Paid Time Off,"You do have sick time yes, vacation is 10 days only.
that includes personal or vacation time you get 10 days which is very low compared to other banks."
3441629271,health,Health Insurance,100% coverage for employee and family members
3115868894,health,Health Insurance,"The plan has a high deductible, and if your spouse is eligible to get insurance through their own employment, you have to pay a substantial amount more."
3115868894,retirement,401K Plan,They only match 50% with a very low max.
3115868894,vacation,Vacation & Paid Time Off,Unlimited vacation for exempt employee
3443313708,health,Health Insurance,Almost as expensive as getting it on the healthcare exchanges. 
3443313708,retirement,401K Plan,Decent match but absolutely no growth due to almost no investment choices. 
3443313708,vacation,Vacation & Paid Time Off,"Impossible to use time off due to understaffing. Company is ""overstaffed"" and hiring like crazy, but they're hiring based on social criteria not capability. Those good people who haven't left yet are left holding the bag. "
3373925852,health,Health Insurance,"Very good health insurance, best in the industry."
3398015617,health,Health Insurance,Benefits are great and in line with other businesses 
3135067595,vacation,Vacation & Paid Time Off,"Time off is time off, you accumulate leave like most places and can take it anytime you wish."
3135067595,health,Health Insurance,"Health insurance is good, but it is expensive"
3135067595,retirement,401K Plan,401k match is the best I have ever seen from a company.
3432807402,health,Health Insurance,"As a contractor, the health insurance was very expensive with little to no coverage. "
3432807402,dental,Dental Insurance,They provided dental benefits but exceeded $110/month for family coverage.
3432807402,retirement,401K Plan,"only matches $1,000, would be much better if they could match a percentage of income like many other companies"
3395265039,health,Health Insurance,Good plans and reasonable out of pocket amounts
3395265039,retirement,401K Plan,3% matching but you have to stay 2 years before you can keep it
3402828365,retirement,401K Plan,"3-5% company match which is generous, but not overly generous "
3402828365,health,Health Insurance,Great for single person. Not sure about families.
3265401585,food,Free Lunch or Snacks,"They have wonderful coffee, and gluten free snacks"
3265401585,discount,Employee Discount,"Employee discounts on many things including mortgage rates! There are employee discounts for many stores, restaurants, and brands as well. "
3265401585,health,Health Insurance,The health benefits are very good. Ive never had to pay out of pocket for anything
3123701899,health,Health Insurance,bit pricey but not too bad
3123701899,retirement,401K Plan,The matching percentage is small compared to other places I’ve worked.
3123701899,vacation,Vacation & Paid Time Off,"unlimited PTO. Infact, if you cover your chargebility target in let's say 8 months and want to take rest of 4 months off, you could do that! If you exceed your chargebility target by working more then you get additional bonus!"
3422279335,health,Health Insurance,401k matching is new with the acquisition which is a nice benefit to now have.
3422279335,retirement,401K Plan,just recently started a 401k match program
3422279335,vacation,Vacation & Paid Time Off,started with 3 weeks time off and it goes up a week every year
3281497282,retirement,401K Plan,Great for interns too as well. 
3281497282,health,Health Insurance,Package options were mediocre and expensive 
3281497282,vacation,Vacation & Paid Time Off,Everyone wants the same days off so submit requests in advance 
3449926352,health,Health Insurance,"Most plans are expensive, you would think a hospital would have good health insurance, but no.  There is no employee discount on hospitalization that I'm aware of.  "
3449926352,vacation,Vacation & Paid Time Off,You get x amount of days a year.  Whether you are sick or vacation or late to work - thats it. 
3449926352,retirementPlan,Retirement Plan,They have a pension plan that is 3% of your salary
3455642204,matPatLeave,Maternity & Paternity Leave,"4 months of paid maternity leave, far above industry standard!"
3455642204,retirement,401K Plan,"Finally the company is offering matching, but only matches once a year."
3455642204,health,Health Insurance,Competitive health plans for employees
3383094888,retirement,401K Plan,They match up to 6%
3383094888,health,Health Insurance,They pay the premiums for good quality insurance
3389473881,health,Health Insurance,"Ridiculously expensive. Coverage is minimal. It's insurance a company settles for when they're required to provide insurance. 
You can opt for part or all though so I guess that's okay.
Dependents use to be covered, but we're broke so they changed plans and offers on us this year. 
It's not startup standards insurance. It's call center insurance."
3426374559,health,Health Insurance,Almost as expensive as getting it on the healthcare exchanges. 
3426374559,retirement,401K Plan,Decent match but absolutely no growth due to almost no investment choices. 
3426374559,vacation,Vacation & Paid Time Off,"Impossible to use time off due to understaffing. Company is ""overstaffed"" and hiring like crazy, but they're hiring based on social criteria not capability. Those good people who haven't left yet are left holding the bag. "
2618002230,matPatLeave,Maternity & Paternity Leave,Overall a great package that is offered to employees from the insurance to the 401k plan that they offer. 
3414584352,retirement,401K Plan,"They have an employee match, however you need to stay there a decade to realize the full benefits.  If your division flounders you me be laid-off before realizing the match benefit. "
3414584352,health,Health Insurance,Wide range of health  benefits.
3414584352,vacation,Vacation & Paid Time Off,They give you enough time to take off for either sick of vacation. I could not ask for a better place for taking paid time off.
3434476934,discount,Employee Discount,12 discounted grills a year 50 % off pellets and accessories 
3434476934,health,Health Insurance,"Good Health, Dental, Vision, STD, LTD, and Life"
3434476934,food,Free Lunch or Snacks,4 days of free lunch. Snacks all the time. Breakfast Mondays
3220957058,health,Health Insurance,Compuware has good health insurance. I never had any issues with it.
3220957058,retirement,401K Plan,They have a really well managed program.
3220957058,vacation,Vacation & Paid Time Off,"Not very generous.  When I was working here, the max vacation time per year was 3 weeks.  That's obviously not even one vacation per quarter.  Heaven forbid you had to use vacation days to care for a loved one/sick child, which leaves you with one meager vacation week a year."
3463300807,health,Health Insurance,Not that great and not cheap either 
3463300807,retirement,401K Plan,Match up to 4% and 50% of 6%
3463300807,vacation,Vacation & Paid Time Off,Pretty much the standard across all companies 
3426671517,vacation,Vacation & Paid Time Off,"Good insurance choices, abundant PTOs and generous 401K plan.
There is nothing bad about the benefit package"
3426671517,health,Health Insurance,A range of Health Insurance options depending upon what is right for your family.   You get $400 per month on top of your salary to pay for benefits like medical or you get to keep the $400.  And the employer pays the vast majority of the EMPLOYEE cost.  If you want to add your family it can get expensive but that is where the $400 per month comes in.  But most single people are able to simply pocket the vast majority of the $400.00
3426671517,retirement,401K Plan,As a non-profit NWEA offers a 403(b) which acts just like a 401k.   NWEA contirbutes 15% of your salary into the 403(b).  The current plan also lets you contribute some of your own money into either a ROTH option or the regular 403(b)
3436176857,retirement,401K Plan,Great for interns too as well. 
3436176857,health,Health Insurance,Package options were mediocre and expensive 
3436176857,vacation,Vacation & Paid Time Off,Everyone wants the same days off so submit requests in advance 
3456631351,health,Health Insurance,"Offered very good health insurance and some other exercise plan, like free bike rental at downtown area. Running machine at work place    "
3456631351,dental,Dental Insurance,"Pretty good Insurance. Accepted everywhere Ive been and never had any issues. 
"
3456631351,holidays,Paid Holidays,11. Roughly average for industry.
3443830522,health,Health Insurance,"Company is dedicated to our health and wellness, offers lots of perks that keep us healthy. Classes, a gym, massages, fully-stocked kitchen with tons of nutritional options, and a great benefits package. "
3447219447,health,Health Insurance,Not there  long enough to find any issues.
3447219447,vacation,Vacation & Paid Time Off,Unlimited pto is provided but then not all orgs embrace it 
3447219447,retirement,401K Plan,Company matches 401k plan upto 6% 
3445351800,health,Health Insurance,Very competitive health plans including family benefits
3445351800,retirement,401K Plan,The 401k benefit seems pretty standard. There is a match at 50% contribution up to 4%. The downside is the vesting is 3 years so the match doesn't count for anything unless you stay for over 3 years
3445351800,vacation,Vacation & Paid Time Off,First year is 10 days.
3443492108,health,Health Insurance,"health insurance is on par with every other company, its not that great if you have a surgery, or expensive procedure but its better than nothing and some of which ive seen in the past.  "
3459014188,health,Health Insurance,"Great coverage of Health, Dental and Vision"
3459014188,retirement,401K Plan,401K Matching program is great
3459014188,vacation,Vacation & Paid Time Off,industry standard PTO plus holiday and Year-end closure
3442848237,retirement,401K Plan,The company match is rather low
3442848237,matPatLeave,Maternity & Paternity Leave,Firm has a generous time off policy
3442848237,health,Health Insurance,"Firm offers several plan choices, but all are expensive"
3400566306,retirement,401K Plan,Northrop Grumman 401k is diversified and can be configured manually or you can give the investment handlers automatic control of your portfolio.
3400566306,vacation,Vacation & Paid Time Off,"15 days of PTO, no sick days.  Slowly increases with years of service. 
2 weeks of paid maternity/paternity leave.
"
3400566306,health,Health Insurance,"Improved for 2020 but still big gaps between plans. 
Kaiser is almost as expensive as on private marketplace."
3464497397,retirement,401K Plan,Great for interns too as well. 
3464497397,health,Health Insurance,Package options were mediocre and expensive 
3464497397,vacation,Vacation & Paid Time Off,Everyone wants the same days off so submit requests in advance 
3401550529,matPatLeave,Maternity & Paternity Leave,Offers lengthy maternity time for employees.
3401550529,health,Health Insurance,They try to keep premiums from going up.
3401550529,retirement,401K Plan,6% match is pretty sweet.
3447906272,retirement,401K Plan,"Only a 3% match of 401K contributions, and it takes many years to be fully vested. I would expect more of a match and a shorter vesting period (2 years would be reasonable,  5+ feels ridiculous)."
3447906272,health,Health Insurance,Health insurance is very good. However it is on the expensive side compared to some companies. 
3447906272,wfh,Work From Home,"You're able to work from home as needed / have a flexible schedule. As long as you get your work done, no one cares much if it was done at the office or not. "
3459015875,pension,Pension Plan,I didn't really have the opportunity to take advantage of the pension plan. It is great ! ! ! ! ! 1 ! ! ! ! ! !
3417850879,health,Health Insurance,You may enroll in the benefits thry offfered with minimal subsidies. No other fridge benefits at all. 
3445773594,health,Health Insurance,"Costs are rising every year, but it was good insurance "
3445773594,vacation,Vacation & Paid Time Off,Earned 10.5 hrs PTO per pay period but then had to use it to cover average of  1 flexed shift every pay period. 
3445773594,discount,Employee Discount,"Discount 25% in cafeteria, protein entrees expensive. Free coffee to employees a big plus. "
3433302470,retirement,401K Plan,"3% full match, 2 add percent match 50% of it"
3465763932,vacation,Vacation & Paid Time Off,"No longer unlimited, to match the larger corporate benefit structure. Gets paid out if you leave the company but you have to use the same 20 or 25 days a year on sick days as you do on vacation."
3466896633,health,Health Insurance,It is almost $100 a paycheck with a non-smoker and BMI discount. Then there is still a deductible and copays to pay before meeting the out of pocket. There are many companies with better plans that are not 80/20 coverage. 
3466896633,vacation,Vacation & Paid Time Off,Very satisfied with the current PTO.
3466896633,retirement,401K Plan,"If you contribute 6%, they match at 4%. "
3425796603,health,Health Insurance,Excellent health insurance program for the employees. Multiple individual plans were offered and the employer benefits are the best around. 
3425796603,retirement,401K Plan,The lady running the plan is very knowledgeable in the process and what options are best suited to the individuals needs. 
3410841264,discount,Employee Discount,Full access to the entire Beachbody line of fitness workouts as well as 2 on-site gyms that are available to staff and family and a discount on all Beachbody gear and nutritional products.
3410841264,retirement,401K Plan,They match a percentage for 401K
3410841264,health,Health Insurance,Great health insurance coverage overall
3461442037,retirement,401K Plan,401K plan option are very good but way too many to choice from. They use this small company called Smartpath to help with figuring out what options to choose. Everytime I call in the smartpath girl says we can not tell you what options to choose from. She seems highly unintelligent. I asked to speak with another advisor but apparently they only have 4?????
3461442037,health,Health Insurance,Overpriced - its not a good thing if you get sick a lot. Its a reason why people say health is wealth.
3461442037,vacation,Vacation & Paid Time Off,Vacation time has to be accrued. Management can release a certain amount of pto to you but you better be good at explaining why you need time off from a job you didn't work at long enough.
3407134430,vacation,Vacation & Paid Time Off,"Depending on the location of the hospital, vacation and time off was accommodated. "
3407134430,health,Health Insurance,Children and spouse are not covered at all at SeaMar.
3407134430,retirementPlan,Retirement Plan,Good 403b retirement plan for employees
3183563866,health,Health Insurance,they provide Health insurance for all employees
3183563866,retirement,401K Plan,"Very good plan with lots of options, also company match but only up to 4% of your salary"
3183563866,vacation,Vacation & Paid Time Off,Decent vacation time but limited roll over
3459420410,health,Health Insurance,Decent coverage but it is a high deductible plan which  may not work in favor of families with small children. Just something to consider. 
3459420410,retirement,401K Plan,The 401(k) has a good solid matching contribution
3459420410,wfh,Work From Home,Have the flexibility of WFH depending on the position and managers.                         
3423272568,health,Health Insurance,Expensive for more than 1 person
3467288021,health,Health Insurance,"only $5 a month for single employee, good coverage"
3467288021,retirement,401K Plan,"matching 6%, good 401k plan"
3467288021,food,Free Lunch or Snacks,Great culture. Company paid snacks and quarterly lunches
3464379592,health,Health Insurance,They have a number of health insurance companies that you can choose from
3326124777,vacation,Vacation & Paid Time Off,Each new employee starts with 4 weeks vacation!
3326124777,health,Health Insurance,The Health Benefits are tremendous!
3326124777,retirement,401K Plan,They also contribute to the 401K Plan
3466234542,retirement,401K Plan,"A little better than average, 4% match!"
3466234542,health,Health Insurance,"Co-pays aren't bad. However, the insurance company itself is very hard to deal with. This is not unusual though. Unfortunately, you MUST read everything that they send you to avoid any coverage tricks."
3466234542,wfh,Work From Home,"Not really work from home.  They'll say you can work from home, but pull you in on a whim.  "
3451141241,retirement,401K Plan,Great for interns too as well. 
3451141241,health,Health Insurance,Package options were mediocre and expensive 
3451141241,vacation,Vacation & Paid Time Off,Everyone wants the same days off so submit requests in advance 
3397771372,health,Health Insurance,"They pay for a good part of the premiums.  Had to fight with insurance for a lot of things, but that's probably more of an issue with insurance systems in the US now a days."
3397771372,retirement,401K Plan,"Match is somewhat low, and those matching funds only vest over a period of year. "
3397771372,vacation,Vacation & Paid Time Off,"you accumulate more PTO each year, but can only carry up to 1 year's worth of PTO to the next.  That is if you use no PTO on year 1, it will all carry to year 2, but you'll have to use some by year 2 or you'll lose some."
3445527248,discount,Employee Discount,Employees receive a good discount on rentals.
3445527248,retirement,401K Plan,Their match is could be more competitive.
3445527248,vacation,Vacation & Paid Time Off,It could be more competitive to other companies.
3406843117,health,Health Insurance,- just kaiser; $35 deductible though
3398330207,health,Health Insurance,Great benefits at Glassdoor.  Now that I left and am paying COBRA I know exactly how much Glassdoor was investing in my benefits on a monthly basis.
3398330207,vacation,Vacation & Paid Time Off,Unlimited PTO for non-exempt employees with manager's approval
3398330207,food,Free Lunch or Snacks,"Great mix of healthy snacks like cereal, eggs, guacamole, hummus and more!"
3303044356,health,Health Insurance,Getting paid back$$  for any expense is like pulling teeth!
3303044356,vacation,Vacation & Paid Time Off,not impressive amount of PTO days
3303044356,retirement,401K Plan,401k is the only thing that is good
3463084583,health,Health Insurance,"There are several different plans to chose from, both Kaiser and Regence Blue Cross Blue Shield, with different deductibles.  Also two different vision and dental plans as well."
3463084583,vacation,Vacation & Paid Time Off,"Time accrued plan, with separate sick time.  Solid over all, would prefer a no limit type plan but, who wouldn't. "
3459462000,health,Health Insurance,Decent benefits. Didn't change much over 3 years.
3183429606,health,Health Insurance,"It's quite affordable, even for families."
3183429606,retirement,401K Plan,"They only match up to 3%, but they participate in profit sharing which can add another couple % to it."
3183429606,vacation,Vacation & Paid Time Off,"Only 7 Holidays, though 18 days PTO, capped at 23 so it's a use it or lose it at that point"
3439921650,discount,Employee Discount,40% discount for employee purchases. 
3439921650,health,Health Insurance,Variety of options offerred to all employees
3439921650,vacation,Vacation & Paid Time Off,There was no PTO for any part-time employee.
3316424344,wfh,Work From Home,"As long as you don't abuse it, they were really cool if you have to work once or twice a week from home."
3316424344,flexWorkSched,Reduced or Flexible Hours,"if you take a job, the hours aren't reduced at all."
3353544331,health,Health Insurance,"Great coverage of Health, Dental and Vision"
3353544331,retirement,401K Plan,401K Matching program is great
3353544331,vacation,Vacation & Paid Time Off,industry standard PTO plus holiday and Year-end closure
3356980148,retirement,401K Plan,Great for interns too as well. 
3356980148,health,Health Insurance,Package options were mediocre and expensive 
3356980148,vacation,Vacation & Paid Time Off,Everyone wants the same days off so submit requests in advance 
3362893445,health,Health Insurance,The best thing about health insurance was the high deductible plan which allowed you to use the HSA plan. 
3362893445,retirement,401K Plan,The 401k plan was not the best and charged small fees. 
3362893445,pension,Pension Plan,"Pension plans are going away for a reason, but AFCU thinks they have it all figured out. They pay less than most because they put money in ""your"" pension. Turns out this is perfect for what they are doing, Low pay means high turnover which is exactly what they want due to the fact that as people leave their pension money stays. So high turnover is great for the pension and the pension is great for the 4% of employees that stick around to take it. I know that a pyramid scheme looks like when I see it.  "
3462478634,retirement,401K Plan,Match dollar for dollar on first 4% then simply give you another 2%.  Nice
3462478634,health,Health Insurance,Excellent health insurance coverage as per needs 
3462478634,vacation,Vacation & Paid Time Off,it will be increased per service years
3356177070,health,Health Insurance,The best of health insurance plans is that it covered everything. The worst of  health insurance plans is that it is expensive.
3356177070,retirement,401K Plan,good benefits pto 401k and insurance
3356177070,wfh,Work From Home,"Working from home was great when projects ran smoothly. However, the work from home benefit was extremely challenging when overtime was required on projects. Then, the work/ life balance leaned hard on the work side on more occasions than imaginable. Off normal work hours were required, including middle of the night, weekend, and holiday work. Most often, overtime was nearly impossible to get compensated for even with the direct managers requests."
3070519693,health,Health Insurance,Good coverage but expensive for people with dependents
3070519693,retirement,401K Plan,No matching and limited investment options
3070519693,vacation,Vacation & Paid Time Off,Unlimited PTO is good as long as you have a good manager
3400437596,health,Health Insurance,expensive health insurance but better than nothing
3400437596,retirement,401K Plan,fully vasted after work for 7 years. too long!
3400437596,vacation,Vacation & Paid Time Off,standard PTO 2 weeks vacation
3420046679,health,Health Insurance,Okay benefit with relatively low salary
3420046679,retirement,401K Plan,pretty good 401k plan after working there 5 years.
3420046679,vacation,Vacation & Paid Time Off,Good paid off time along with vacation.
3436137375,vacation,Vacation & Paid Time Off,15 days PTO sick and vacation total.  
3458189980,health,Health Insurance,"Worst Health Insurance overall, I'd rather save for emergencies. "
3458189980,retirement,401K Plan,Company contribution Is capped to 800 dlls. per year. 
3458189980,vacation,Vacation & Paid Time Off,"Low, only about 7 days a year."
3389301317,wfh,Work From Home,They encourage and promote working from home as a financial incentive that allows you to save a work attire and gas for commuting to an office.
3389301317,bonusPlan,Performance Bonus,"Bonus performance can be very attractive ""IF"" the customer maintains their policy."
3389301317,jobTraining,Job Training,They are serious and dedicated to training and providing you with all the tools you need to be successful.
3264216106,retirement,401K Plan,Great for interns too as well. 
3264216106,health,Health Insurance,Package options were mediocre and expensive 
3264216106,vacation,Vacation & Paid Time Off,Everyone wants the same days off so submit requests in advance 
3460940143,health,Health Insurance,The health insurance isn’t ideal but it’s fine I guess I’m not really sure 
3460940143,retirement,401K Plan,They have it which is good but they do not match it whatsoever 
3460940143,dental,Dental Insurance,They have it and it’s fine but I never used it all that often 
3467043285,health,Health Insurance,The cost is higher than competitors that I know of.
3467043285,vacation,Vacation & Paid Time Off,Excellent combined vacation and sick days allowing for a lot of vacation if you are not sick often.
3467043285,retirement,401K Plan,"Match is OK, but not great."
3467044236,health,Health Insurance,Beniefits are not that great and Managment is also not good.
3319228291,health,Health Insurance,"Best: United Health Care is the provider, and 4 different plans are offered, based on how much care you need. 
Worst: Even with the higher deductible HSAs, you still have to pay some premiums."
3319228291,retirement,401K Plan,"Best: T. Rowe Price
Worst: not fully vested until you have worked 3 consecutive years"
3319228291,vacation,Vacation & Paid Time Off,InfoSec Team Promoted Work-Life Balance strongly. Not sure about the company or other management. 
3458460647,health,Health Insurance,Expensive monthly cost and expensive copays. 
3458460647,retirement,401K Plan,Match up to 6% of salary
3458460647,vacation,Vacation & Paid Time Off,New employees start at 3 weeks of PTO.
3394578029,health,Health Insurance,"The health insurances  good as a Blue Cross Blue Shield, but the premium high. I paid $115 for my self plus my kid weekly."
3394578029,vacation,Vacation & Paid Time Off,excellent vacation purchase program 
3394578029,jobTraining,Job Training,Not so great and throws you into the work 
3462302370,retirement,401K Plan,Annual reviews with plan administrators are free
3421543266,retirement,401K Plan,50% match up to 100%
3421543266,health,Health Insurance,premiums fully paid for and covered
3421543266,vacation,Vacation & Paid Time Off,"20 days PTO per year, no sick days"
3440430390,health,Health Insurance,"Good for indiv, very high for families"
3440430390,vacation,Vacation & Paid Time Off,"5 Days PTO, 2 wks vacation, 10 days year end holiday closure, Annual Retreat where you can bring a partner"
3466003667,health,Health Insurance,The medical benefits are good and competitive with industry standards
3466003667,wfh,Work From Home,They have no problem with employees working from home from time to time
3398061317,jobTraining,Job Training,"Visiting Angels of NWA in Lowell Arkansas is by far the best Home Health Agency I have worked for. They go above and beyond for their caregivers. They offer a very competitive pay, provide continued training, and have a devoted office staff. The scheduling has to be one of the smoothest experiences I have encountered within a home health agency, the operations team does an amazing job keeping us (the caregivers) informed on any status change to our clients, and always ensure we are prepared. The bonus programs and amounts seem to be a bit higher and more frequent than the normal in this area. My best friend is a former caregiver who says the owners have made some really good changes within the last few years which have seemed to make everyone pretty happy. I have been here a little over 6 months and plan to make this my working home for a long time."
3398061317,flexWorkSched,Reduced or Flexible Hours,You can change your days and time availability from month to month.
3398061317,vacation,Vacation & Paid Time Off,It's minimal and use it or lose it strategy -- no carry over.
3467147933,retirement,401K Plan,Hanover Contributes 100% up to 6%. Not many companies do it these days. This is one of the best and i liked it
3467147933,health,Health Insurance,It's expensive - paid almost $800/month for a family and that wasn't even the best coverage available.
3467147933,vacation,Vacation & Paid Time Off,"After job searching, I realize this is the best time off package I've heard of for entry level. "
3467144953,health,Health Insurance,Like most companies expect a high deductible plan unless you want to pay a very significant amount each pay period health coverage.
3467144953,retirement,401K Plan,Save and they match up to a percentage. Can't ask for more than that.
3467144953,vacation,Vacation & Paid Time Off,Good time off and vacation accrual.
3402245029,vacation,Vacation & Paid Time Off,17 days first and then 19 after two years
3447717128,retirement,401K Plan,Great for interns too as well. 
3447717128,health,Health Insurance,Package options were mediocre and expensive 
3447717128,vacation,Vacation & Paid Time Off,Everyone wants the same days off so submit requests in advance 
2881895601,health,Health Insurance,they provide Health insurance for all employees
2881895601,retirement,401K Plan,"Very good plan with lots of options, also company match but only up to 4% of your salary"
